id,generated_id,voted_for,category,voted_id
6790,4alw2krcr7,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
6791,xdcm8b9gdu,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
6792,i9o2g0w1kr,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6793,vz64n5ft6i,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
6794,eja53jdgv2,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
6795,7ot2l5klp6,GODLIVER GODIAN - JUA KALI,Best Actress,
6796,ytauypd334,SADAM NAWANDA - HAIKUFUMA,Best Actor,
6797,jnly3xf3e7,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
6798,vs1l54xyak,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
6799,qbp0ny5bnh,JOTI,Best Comedian,
6800,kwjwoztf1l,SADAM NAWANDA - HAIKUFUMA,Best Actor,
6801,m09swt2vnk,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
6802,y85npo36sd,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6803,eja53jdgv2,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6804,xdcm8b9gdu,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
6805,j82l3irib,GODLIVER GODIAN - JUA KALI,Best Actress,
6806,y7rwy8kemf,JOHN KOKOLO - JANGA,Best Actor,
6807,xe7r4z7gd5,EMMANUEL GEMBE (MWANDISHI) - MWANDISHI,Best Actor Audience Choice,
6808,9v8okdcexz,GODLIVER GODIAN - JUA KALI,Best Actress,
6809,vz64n5ft6i,GODLIVER GODIAN - JUA KALI,Best Actress,
6810,2tyqdrcr5y,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
6811,3l42xo66tz,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6812,y79zb7bgjl,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
6813,mmtqkjqzeg,KITIMTIM,Best Comedy,
6814,9hf10ioj41,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
6815,8ndkxql9bp,HILLARY DAUDI MTUTA (BEKA A.K.A ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
6816,jnly3xf3e7,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
6817,235hjwdwjn,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
6818,rngzcd9rt8,JAFARI MAKATU (SHEMAHONGE) - SALAMA,Best Actor Audience Choice,
6819,7nkiqatu02,JUA KALI,Best Series,
6820,xsn2o6wbl5,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
6821,nrt3y6x1vj,NURU YA MAISHA,Best Feature Film,
6822,d30eybfzvd,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
6823,j82l3irib,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
6824,2tyqdrcr5y,JUA KALI,Best Series,
6825,mmtqkjqzeg,GLADNESS KIFALUKA,Best Comedian,
6826,vz64n5ft6i,GLADNESS KIFALUKA,Best Comedian,
6827,2tzxq42xex,GODLIVER GODIAN - JUA KALI,Best Actress,
6828,9v8okdcexz,JOTI,Best Comedian,
6829,qxsnqtv9m9,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
6830,zckyhm4h2a,GODLIVER GODIAN - JUA KALI,Best Actress,
6831,8ndkxql9bp,JIDAH HAMZA - OBAMBO,Best Actress Audience Choice,
6832,z9g1na49ds,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
6833,azcrcikyxv,SALUNI YA MAMA KIMBO,Best Comedy,
6834,3i3qip2zhj,NEST DANIEL- OBAMBO,Best Supporting Actor,
6835,xdcm8b9gdu,JUA KALI,Best Series,
6836,7ot2l5klp6,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6837,9v8okdcexz,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6838,jnly3xf3e7,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
6839,kyhndfop7d,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
6840,uxe19oc563,MARRY MTEMI (MALKIA SHEBA) - BANTU,Best Actress Audience Choice,
6841,qoupkgcn1v,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
6842,vs1l54xyak,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
6843,xe7r4z7gd5,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
6844,xdcm8b9gdu,KITIMTIM,Best Comedy,
6845,2tzxq42xex,HASSAN KAZO - CHA UROHO,Best Comedian,
6846,rq3ut6fdt3,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
6847,2tyqdrcr5y,NURU YA MAISHA,Best Feature Film,
6848,q2su5n9j11,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
6849,qj7nc3szwu,RASHID MSIGARA - NURU YA MAISHA,Best Upcoming Actor,
6850,kwjwoztf1l,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
6851,xdcm8b9gdu,KITIMTIM,Best Series Comedy(online ,
6852,qbp0ny5bnh,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6853,wts0kvw2jk,JUA KALI,Best Series,
6854,w9ua9hry77,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
6855,0ur9edt6pv,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
6856,xy1aaucrwi,NEST DANIEL- OBAMBO,Best Supporting Actor,
6857,d30eybfzvd,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
6858,wiav0thfjk,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
6859,vz64n5ft6i,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6860,us91v96jh2,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6861,xzujyy1z2q,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
6862,vl6zhy1f17,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
6863,v0krsy27lu,GODLIVER GODIAN - JUA KALI,Best Actress,
6864,j82l3irib,JOTI,Best Comedian,
6865,uxvg7os6b1,JAMBO NA VIJAMBO,Best Series Comedy(online ,
6866,nrt3y6x1vj,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
6867,xdcm8b9gdu,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
6868,031pub5bdb,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
6869,i9o2g0w1kr,KITIMTIM,Best Comedy,
6870,o2y4btomaf,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
6871,2tzxq42xex,AHADI,Best Series,
6872,xdcm8b9gdu,GODLIVER GODIAN - JUA KALI,Best Actress,
6873,qj7nc3szwu,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
6874,wiav0thfjk,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
6875,j82l3irib,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
6876,tifx04ofkq,EMMANUEL GEMBE (MWANDISHI) - MWANDISHI,Best Actor Audience Choice,
6877,vl6zhy1f17,GODLIVER GODIAN - JUA KALI,Best Actress,
6878,wts0kvw2jk,GODLIVER GODIAN - JUA KALI,Best Actress,
6879,10wuyo9mzc,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
6880,xvhq07s3qx,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
6881,e7sadte833,MARRY MTEMI (MALKIA SHEBA) - BANTU,Best Actress Audience Choice,
6882,2tzxq42xex,KITIMTIM,Best Series Comedy(online ,
6883,uxe19oc563,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
6884,j82l3irib,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
6885,wiav0thfjk,JUA KALI,Best Series,
6886,xdcm8b9gdu,GLADNESS KIFALUKA,Best Comedian,
6887,w5rynbbswa,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
6888,2tyqdrcr5y,JAMBO NA VIJIMAMBO,Best Comedy,
6889,qxsnqtv9m9,KITIMTIM,Best Comedy,
6890,23vhqvuv8k,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
6891,o1f93orsoy,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
6892,xvhq07s3qx,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
6893,wiav0thfjk,OBAMBO,Best Feature Film,
6894,4idc6xtww6,SALUNI YA MAMA KIMBO,Best Comedy,
6895,fnswpj750w,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
6896,ph2p5ffnia,GODLIVER GODIAN - JUA KALI,Best Actress,
6897,e7sadte833,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
6898,j82l3irib,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6899,xvhq07s3qx,JUA KALI,Best Series,
6900,wiav0thfjk,KITIMTIM,Best Comedy,
6901,fd2m0q8gwl,NEST DANIEL- OBAMBO,Best Supporting Actor,
6902,v0krsy27lu,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
6903,yd0barnewr,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
6904,xdcm8b9gdu,YUSUPH MLELA - KESHO,Best Supporting Actor,
6905,zid3owixnk,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
6906,zt3rhxqvau,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
6907,xvhq07s3qx,OBAMBO,Best Feature Film,
6908,5fyzsxbjss,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
6909,wiav0thfjk,KITIMTIM,Best Series Comedy(online ,
6910,xdcm8b9gdu,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6911,ph2p5ffnia,JUA KALI,Best Series,
6912,vl6zhy1f17,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
6913,qj7nc3szwu,RASHID MSIGARA (PROSPER MDOGO) - NURU YA MAISHA,Best Actor Audience Choice,
6914,qxsnqtv9m9,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6915,v0krsy27lu,JUA KALI,Best Series,
6916,2tzxq42xex,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
6917,hz8rhtjusv,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
6918,ivt6yyk5xy,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
6919,xvhq07s3qx,KITIMTIM,Best Comedy,
6920,yz9cigl94w,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
6921,q94nc316we,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
6922,7v6her61ka,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
6923,zt3rhxqvau,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
6924,300nq4db83,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
6925,qj7nc3szwu,FLORAH KIHOMBO - NURU YA MAISHA,Best Actress Audience Choice,
6926,ia1i7ch5la,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
6927,yxrc1lqgqf,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
6928,ivt6yyk5xy,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
6929,wiav0thfjk,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
6930,2tzxq42xex,ROSE NDAUKA (FAITH KOMBA) - NYARA,Best Actress Audience Choice,
6931,onkdjy45s7,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
6932,9bcf3d4abx,KITIMTIM,Best Series Comedy(online ,
6933,qj7nc3szwu,NURU YA MAISHA,Best Feature Film,
6934,xvhq07s3qx,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
6935,39rqs2ovbv,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
6936,neecf44ddr,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
6937,vi18p4b5qz,JUA KALI,Best Series,
6938,1k5abnbkfy,NEST DANIEL- OBAMBO,Best Supporting Actor,
6939,zt3rhxqvau,JUA KALI,Best Series,
6940,ivt6yyk5xy,JUA KALI,Best Series,
6941,wiav0thfjk,GODLIVER GODIAN - JUA KALI,Best Actress,
6942,16ojporc1n,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
6943,q94nc316we,GODLIVER GODIAN - JUA KALI,Best Actress,
6944,v0krsy27lu,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6945,xvhq07s3qx,GODLIVER GODIAN - JUA KALI,Best Actress,
6946,f0vcfpbupf,JUA KALI,Best Series,
6947,tlgmo1ebb1,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
6948,pdqmmxp8jb,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
6949,tjkkxrfwuq,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
6950,wiav0thfjk,GLADNESS KIFALUKA,Best Comedian,
6951,xvhq07s3qx,JOTI,Best Comedian,
6952,2tzxq42xex,SADAM NAWANDA - HAIKUFUMA,Best Actor,
6953,jdfgmjmozq,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
6954,tn2amty5sz,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
6955,n0thcq655g,NEST DANIEL- OBAMBO,Best Supporting Actor,
6956,q94nc316we,JOTI,Best Comedian,
6957,o1f93orsoy,JIDAH HAMZA - OBAMBO,Best Actress Audience Choice,
6958,9bcf3d4abx,GODLIVER GODIAN - JUA KALI,Best Actress,
6959,srdee0cc5e,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
6960,pjldmi5sas,NEST DANIEL- OBAMBO,Best Supporting Actor,
6961,yxrc1lqgqf,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
6962,819kaopdf1,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
6963,tifx04ofkq,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
6964,16ojporc1n,GODLIVER GODIAN - JUA KALI,Best Actress,
6965,f0vcfpbupf,KITIMTIM,Best Comedy,
6966,wiav0thfjk,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6967,dsjcv4nc6p,HILLARY DAUDI MTUTA (BEKA A.K.A ZEMBWELA) - HAIKUFUMA,Best Actor Audience Choice,
6968,ye4o1msqi8,SALUNI YA MAMA KIMBO,Best Comedy,
6969,zt3rhxqvau,KITIMTIM,Best Comedy,
6970,r4d34b7uhn,JUA KALI,Best Series,
6971,ivt6yyk5xy,GODLIVER GODIAN - JUA KALI,Best Actress,
6972,9bcf3d4abx,JUA KALI,Best Series,
6973,xvhq07s3qx,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
6974,yb2mjayao8,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
6975,qxsnqtv9m9,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
6976,f0vcfpbupf,KITIMTIM,Best Series Comedy(online ,
6977,1uzvv5j0p4,RASHID MSIGARA (PROSPER MDOGO) - NURU YA MAISHA,Best Actor Audience Choice,
6978,yn8eym5bfn,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
6979,9cm5gz9yy1,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
6980,bm10yxt60j,AHADI,Best Series,
6981,pdqmmxp8jb,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
6982,kp5a2d06ni,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6983,1f7zgpws6h,GODLIVER GODIAN - JUA KALI,Best Actress,
6984,56srcuusqo,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
6985,xvhq07s3qx,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6986,zt3rhxqvau,KITIMTIM,Best Series Comedy(online ,
6987,lpdeex3owy,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
6988,73qltve6lb,NEST DANIEL- OBAMBO,Best Supporting Actor,
6989,zumfot06bs,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
6990,hgmgbb86wf,SALUM AHMEDI  - KESHO,Best Actor,
6991,soaia1dnyu,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
6992,tv9hqocnx9,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6993,yxrc1lqgqf,JUA KALI,Best Series,
6994,kptze6vufk,AHADI,Best Series,
6995,cqnzena228,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
6996,9bcf3d4abx,GLADNESS KIFALUKA,Best Comedian,
6997,s3owgeef8n,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
6998,q94nc316we,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
6999,1eznjmsgrm,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
7000,mxorrlbtdf,DENIS DAVID (KAPAMA) - UGONJWA WA KIFO,Best Actor Audience Choice,
7001,sude1c2wo,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
7002,zot2yg0cev,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
7003,f0vcfpbupf,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
7004,hyscdittl,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
7005,9bcf3d4abx,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
7006,i7zkiuhbtw,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
7007,aqusugphop,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
7008,1f7zgpws6h,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
7009,yn8eym5bfn,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
7010,f3krn6orgn,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
7011,fnxra5bnbn,CHRISTINA MRONI - DECISION,Best Actress,
7012,6uetmyghz9,JAFARI MAKATU (SHEMAHONGE) - SALAMA,Best Actor Audience Choice,
7013,zumfot06bs,JUA KALI,Best Series,
7014,soaia1dnyu,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
7015,f0vcfpbupf,GODLIVER GODIAN - JUA KALI,Best Actress,
7016,x8oa4o36ys,BRENDA MALEMBEKA - BANTU,Best Upcoming Actress,
7017,2tyqdrcr5y,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
7018,yxrc1lqgqf,KITIMTIM,Best Comedy,
7019,uxvg7os6b1,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
7020,niacnb0vi0,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
7021,yn8eym5bfn,JUA KALI,Best Series,
7022,bvrl7jr2h9,HASSAN KAZO - CHA UROHO,Best Comedian,
7023,ly4ffv80v2,MOHAMEDY KINGARA (IDDY KAPALATA) - JUA KALI,Best Actor Audience Choice,
7024,nv2jy115fc,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
7025,y0ep2zwy38,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
7026,s3ser60dat,RASHID MSIGARA (PROSPER MDOGO) - NURU YA MAISHA,Best Actor Audience Choice,
7027,ivt6yyk5xy,JOTI,Best Comedian,
7028,1r4dl378y7,BEATRICE TAISAMO - HAIKUFUMA,Best Supporting Actress,
7029,copm3tpiqa,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
7030,yxrc1lqgqf,KITIMTIM,Best Series Comedy(online ,
7031,2tyqdrcr5y,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
7032,xaaf5mqctq,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
7033,zumfot06bs,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
7034,f0vcfpbupf,JOTI,Best Comedian,
7035,o1f93orsoy,ISARITO MWAKALINDILIE - OBAMBO,Best Actor,
7036,dbouvay8dd,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
7037,ly4ffv80v2,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
7038,1uzvv5j0p4,RASHID MSIGARA - NURU YA MAISHA,Best Upcoming Actor,
7039,yn8eym5bfn,KITIMTIM,Best Comedy,
7040,uxvg7os6b1,JUA KALI,Best Series,
7041,t2lqs36yda,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
7042,y5gp0c083f,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
7043,y0ep2zwy38,SALUNI YA MAMA KIMBO,Best Comedy,
7044,ndai6g4rit,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
7045,qgd21fvpm2,SALUNI YA MAMA KIMBO,Best Comedy,
7046,ly4ffv80v2,JUA KALI,Best Series,
7047,soaia1dnyu,JUA KALI,Best Series,
7048,kczn6ittaf,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
7049,zumfot06bs,GODLIVER GODIAN - JUA KALI,Best Actress,
7050,1f7zgpws6h,MARIA MDEE A.K.A MIMI MARS  (MARIA GEORGE) - JUA KALI,Best Actress Audience Choice,
7051,zt3rhxqvau,GODLIVER GODIAN - JUA KALI,Best Actress,
7052,1uzvv5j0p4,FLORA KIHOMBO - BINTI JASIRI,Best Upcoming Actress,
7053,wa9i3d56bo,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
7054,8w3nqc96sl,HAIKUFUMA – HUSSEN LUGENDO,Best Supporting Actor,
7055,bkp4qkl2zn,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
7056,sude1c2wo,JUA KALI,Best Series,
7057,c889f12wke,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
7058,yxrc1lqgqf,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
7059,7rbf6y4qpl,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
7060,ibu9qz1ykc,MARRY MTEMI (MALKIA SHEBA) - BANTU,Best Actress Audience Choice,
7061,yn8eym5bfn,JACOB STEVEN (JB) - SLAY QUEEN,Best Actor,
7062,s3ser60dat,FLORAH KIHOMBO - UGONJWA WA KIFO,Best Actress Audience Choice,
7063,12h9o0v1ae,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
7064,2vpeatgiho,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
7065,1f7zgpws6h,JUA KALI,Best Series,
7066,rrsh75ozv1,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
7067,uxvg7os6b1,EMMANUEL GEMBE - MWANDISHI,Best Upcoming Actor,
7068,zt3rhxqvau,GLADNESS KIFALUKA,Best Comedian,
7069,2tyqdrcr5y,BERTHA ABDALLAH - NYARA,Best Upcoming Actress,
7070,2scolucrw1,JAMBO NA VIJIMAMBO,Best Comedy,
7071,yn8eym5bfn,GODLIVER GODIAN - JUA KALI,Best Actress,
7072,gonj5zr1wz,NURU YA MAISHA,Best Feature Film,
7073,5up6sw3js0,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
7074,y0ep2zwy38,KIMBEMBE,Best Comedian,
7075,soaia1dnyu,NYARA,Best Feature Film,
7076,7ovm5bemfy,JAFARI MAKATU (SHEMAHONGE) - SALAMA,Best Actor Audience Choice,
7077,5q262bvhu2,MARY MICKDADY  (WENEZA)  - JANGA,Best Actress Audience Choice,
7078,ly4ffv80v2,JAMBO NA VIJAMBO,Best Series Comedy(online ,
7079,ldvsby3bez,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
7080,yxrc1lqgqf,GODLIVER GODIAN - JUA KALI,Best Actress,
7081,ygjv8sc8ug,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
7082,vwxkwu91vk,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
7083,sude1c2wo,JAMBO NA VIJIMAMBO,Best Comedy,
7084,2tyqdrcr5y,SADAM NAWANDA - HAIKUFUMA,Best Upcoming Actor,
7085,zumfot06bs,GLADNESS KIFALUKA,Best Comedian,
7086,1uzvv5j0p4,NURU YA MAISHA,Best Feature Film,
7087,1f7zgpws6h,KITIMTIM,Best Comedy,
7088,8xhhw8deet,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
7089,jwj9fxwicr,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
7090,ly4ffv80v2,GODLIVER GODIAN - JUA KALI,Best Actress,
7091,sude1c2wo,JAMBO NA VIJAMBO,Best Series Comedy(online ,
7092,5q262bvhu2,JUA KALI,Best Series,
7093,soaia1dnyu,KITIMTIM,Best Comedy,
7094,yn8eym5bfn,JOTI,Best Comedian,
7095,scm0zdd5hn,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
7096,2scolucrw1,JUA KALI,Best Series,
7097,rcz23agfki,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
7098,k6ud13zbd3,JUA KALI,Best Series,
7099,yxrc1lqgqf,GLADNESS KIFALUKA,Best Comedian,
7100,1f7zgpws6h,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
7101,verecdnqto,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
7102,6p6l5kmwi2,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
7103,5q262bvhu2,KITIMTIM,Best Comedy,
7104,87ntp83x3l,NORIEGA FRANCIS (CHALII) - AHADI,Best Actor Audience Choice,
7105,8eu488jwqe,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
7106,6aim98bylv,JUA KALI,Best Series,
7107,soaia1dnyu,SALUNI YA MAMA KIMBO,Best Series Comedy(online ,
7108,mmtqkjqzeg,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
7109,2tyqdrcr5y,GLADNESS KIFALUKA,Best Comedian,
7110,o1f93orsoy,OBAMBO,Best Feature Film,
7111,hhz2zhlrma,BRENDA MALEMBEKA - BANTU,Best Supporting Actress,
7112,x3jdab07od,ISARITO MWAKALINDILE (OBAMB0) - OBAMBO,Best Actor Audience Choice,
7113,wdqv55h91i,MARRY MTEMI (MALKIA SHEBA) - BANTU,Best Actress Audience Choice,
7114,031pub5bdb,HELLEN HERMAN - JUA KALI,Best Supporting Actress,
7115,86r6x2b9m6,CATHERINE CREDO - SALAMA,Best Actress Audience Choice,
7116,mmtqkjqzeg,ISARITO MWAKALINDILE  - JANGA,Best Supporting Actor,
